2025-04-10 12:11:21,485 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.3 (tags/v3.13.3:6280bb5, Apr  8 2025, 14:47:33) [MSC v.1943 64 bit (AMD64)]
2025-04-10 12:39:25,012 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-10 12:40:29,572 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-10 12:42:10,969 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-16 09:05:45,769 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.3 (tags/v3.13.3:6280bb5, Apr  8 2025, 14:47:33) [MSC v.1943 64 bit (AMD64)]
2025-04-16 09:05:45,770 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2025-04-16 09:05:45,770 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2025-04-16 09:05:45,770 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2025-04-16 09:05:45,770 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2025-04-16 09:05:45,770 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2025-04-16 09:05:45,770 | MainThread   | [DEBUG   ] | run                 |: ------------------

2025-04-16 09:08:45,881 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Odometry
2025-04-16 09:08:46,502 | MainThread   | [DEBUG   ] | show_plot           |: Show Odometry
2025-04-16 09:08:47,640 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Ground Truth
2025-04-16 09:08:48,046 | MainThread   | [DEBUG   ] | show_plot           |: Show Ground Truth
2025-04-16 09:08:48,789 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Belief
2025-04-16 09:08:49,310 | MainThread   | [DEBUG   ] | show_plot           |: Show Belief
2025-04-16 09:08:50,078 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Map
2025-04-16 09:08:50,495 | MainThread   | [DEBUG   ] | show_plot           |: Show Map
2025-04-16 09:14:16,694 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-16 09:42:47,566 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-16 09:43:33,242 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-16 09:45:03,438 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-16 09:45:32,466 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-16 09:46:14,022 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Odometry
2025-04-16 09:46:19,131 | MainThread   | [DEBUG   ] | show_plot           |: Show Odometry
2025-04-16 09:46:20,609 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Ground Truth
2025-04-16 09:46:21,137 | MainThread   | [DEBUG   ] | show_plot           |: Show Ground Truth
2025-04-16 09:46:22,137 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Belief
2025-04-16 09:46:22,999 | MainThread   | [DEBUG   ] | show_plot           |: Show Belief
2025-04-16 09:47:31,986 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-16 09:54:17,478 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-16 09:55:16,587 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-16 09:58:08,803 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-16 10:01:07,188 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.3 (tags/v3.13.3:6280bb5, Apr  8 2025, 14:47:33) [MSC v.1943 64 bit (AMD64)]
2025-04-16 10:01:07,189 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2025-04-16 10:01:07,189 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2025-04-16 10:01:07,189 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2025-04-16 10:01:07,189 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2025-04-16 10:01:07,189 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2025-04-16 10:01:07,189 | MainThread   | [DEBUG   ] | run                 |: ------------------

2025-04-16 10:01:18,408 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-16 10:01:42,291 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Map
2025-04-16 10:01:43,014 | MainThread   | [DEBUG   ] | show_plot           |: Show Map
2025-04-16 10:02:23,977 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-16 10:04:14,114 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-16 10:06:18,094 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-16 10:08:06,005 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-16 10:09:57,375 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-23 09:22:55,162 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.3 (tags/v3.13.3:6280bb5, Apr  8 2025, 14:47:33) [MSC v.1943 64 bit (AMD64)]
2025-04-23 09:22:55,164 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2025-04-23 09:22:55,164 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2025-04-23 09:22:55,164 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2025-04-23 09:22:55,164 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2025-04-23 09:22:55,164 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2025-04-23 09:22:55,164 | MainThread   | [DEBUG   ] | run                 |: ------------------

2025-04-23 09:23:29,158 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-23 10:11:19,645 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-23 12:06:35,117 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.3 (tags/v3.13.3:6280bb5, Apr  8 2025, 14:47:33) [MSC v.1943 64 bit (AMD64)]
2025-04-23 12:06:35,118 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2025-04-23 12:06:35,118 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2025-04-23 12:06:35,118 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2025-04-23 12:06:35,118 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2025-04-23 12:06:35,118 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2025-04-23 12:06:35,118 | MainThread   | [DEBUG   ] | run                 |: ------------------

2025-04-23 12:07:09,421 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-23 12:07:47,831 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-23 12:09:35,330 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-23 12:10:15,751 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-23 12:13:45,026 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-23 12:14:29,228 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-23 12:16:45,033 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.3 (tags/v3.13.3:6280bb5, Apr  8 2025, 14:47:33) [MSC v.1943 64 bit (AMD64)]
2025-04-23 12:16:45,034 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2025-04-23 12:16:45,035 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2025-04-23 12:16:45,035 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2025-04-23 12:16:45,035 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2025-04-23 12:16:45,035 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2025-04-23 12:16:45,035 | MainThread   | [DEBUG   ] | run                 |: ------------------

2025-04-23 12:18:07,692 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-23 12:18:35,699 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Odometry
2025-04-23 12:18:36,752 | MainThread   | [DEBUG   ] | hide_plot           |: Hide Ground Truth
2025-04-23 12:18:37,393 | MainThread   | [DEBUG   ] | show_plot           |: Show Ground Truth
2025-04-23 12:18:37,962 | MainThread   | [DEBUG   ] | show_plot           |: Show Odometry
2025-04-23 12:20:34,050 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-23 12:24:49,718 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-23 12:30:06,231 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-23 12:33:18,202 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-23 12:33:50,787 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-23 12:36:57,001 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-23 12:38:49,884 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-23 12:45:58,328 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-23 12:47:48,785 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-23 12:50:01,744 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-23 12:52:28,183 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-23 12:54:43,997 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-23 12:58:36,100 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 13:18:56,660 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.3 (tags/v3.13.3:6280bb5, Apr  8 2025, 14:47:33) [MSC v.1943 64 bit (AMD64)]
2025-04-24 13:18:56,661 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2025-04-24 13:18:56,661 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2025-04-24 13:18:56,661 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2025-04-24 13:18:56,661 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2025-04-24 13:18:56,661 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2025-04-24 13:18:56,661 | MainThread   | [DEBUG   ] | run                 |: ------------------

2025-04-24 13:21:46,075 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 13:24:11,840 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 13:25:24,324 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 13:25:40,974 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 13:26:01,513 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 13:27:43,382 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 13:27:46,007 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 13:28:33,321 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 13:29:52,998 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 13:31:27,867 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 13:32:44,182 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 13:33:34,712 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 13:36:07,448 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 13:39:00,820 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 13:40:54,236 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 13:41:45,587 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 13:43:07,921 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 13:46:11,209 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 13:48:52,210 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 13:49:55,141 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 13:53:45,813 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 13:56:00,235 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 13:56:57,098 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 13:58:17,715 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 16:22:05,853 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 16:23:26,186 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 16:24:01,969 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 16:25:20,209 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.3 (tags/v3.13.3:6280bb5, Apr  8 2025, 14:47:33) [MSC v.1943 64 bit (AMD64)]
2025-04-24 16:25:20,210 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2025-04-24 16:25:20,210 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2025-04-24 16:25:20,210 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2025-04-24 16:25:20,210 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2025-04-24 16:25:20,210 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2025-04-24 16:25:20,210 | MainThread   | [DEBUG   ] | run                 |: ------------------

2025-04-24 16:25:46,877 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 16:26:40,658 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 16:29:00,689 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 16:32:48,641 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 16:34:27,170 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 16:35:35,771 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 16:36:51,169 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 16:37:54,027 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 16:40:07,493 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 16:43:01,917 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 16:43:55,937 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 16:50:42,911 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 16:51:04,037 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 16:53:18,472 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 16:54:34,721 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 16:56:07,512 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 16:57:03,795 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 16:58:02,220 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 16:58:48,141 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 16:59:57,847 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 17:00:57,751 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 17:01:41,272 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 17:03:56,528 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.3 (tags/v3.13.3:6280bb5, Apr  8 2025, 14:47:33) [MSC v.1943 64 bit (AMD64)]
2025-04-24 17:03:56,529 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2025-04-24 17:03:56,529 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2025-04-24 17:03:56,529 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2025-04-24 17:03:56,529 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2025-04-24 17:03:56,529 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2025-04-24 17:03:56,529 | MainThread   | [DEBUG   ] | run                 |: ------------------

2025-04-24 17:04:09,457 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 17:05:28,560 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.3 (tags/v3.13.3:6280bb5, Apr  8 2025, 14:47:33) [MSC v.1943 64 bit (AMD64)]
2025-04-24 17:05:28,560 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2025-04-24 17:05:28,560 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2025-04-24 17:05:28,560 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2025-04-24 17:05:28,560 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2025-04-24 17:05:28,561 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2025-04-24 17:05:28,561 | MainThread   | [DEBUG   ] | run                 |: ------------------

2025-04-24 17:05:46,921 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 17:06:42,334 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 17:08:25,905 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.3 (tags/v3.13.3:6280bb5, Apr  8 2025, 14:47:33) [MSC v.1943 64 bit (AMD64)]
2025-04-24 17:08:25,906 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2025-04-24 17:08:25,906 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2025-04-24 17:08:25,906 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2025-04-24 17:08:25,906 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2025-04-24 17:08:25,906 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2025-04-24 17:08:25,906 | MainThread   | [DEBUG   ] | run                 |: ------------------

2025-04-24 17:08:35,974 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 17:09:31,731 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 17:10:27,705 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 17:11:31,481 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.3 (tags/v3.13.3:6280bb5, Apr  8 2025, 14:47:33) [MSC v.1943 64 bit (AMD64)]
